Transaction ID,Store,Customer Type,Gender,Category,Unit Price,Quantity,Total,Date,Day,Payment,Rating
TXN-3777,Kumasi City Mall,Normal,Female,Electronics,235.96,4,943.84,2023-06-13,Tuesday,Mobile Money,7.4
TXN-2260,Accra Mall,Normal,Female,Groceries,52.32,3,156.96,2023-03-16,Thursday,Mobile Money,6.6
TXN-7483,Kumasi City Mall,Normal,Male,Groceries,182.2,4,728.8,2023-03-01,Tuesday,Credit Card,6.7
TXN-8848,Kumasi City Mall,Normal,Female,Furniture,107.07,3,321.21,2023-06-07,Friday,Mobile Money,5.8
TXN-7161,Kumasi City Mall,Normal,Female,Clothing,223.11,8,1784.88,2023-02-11,Sunday,Mobile Money,9.8
TXN-8563,Kumasi City Mall,Member,Female,Cosmetics,181.75,3,545.25,2023-01-24,Friday,Cash,8.1
TXN-4965,West Hills Mall,Member,Female,Clothing,247.5,7,1732.5,2023-06-10,Tuesday,Mobile Money,8.0
TXN-7566,Kumasi City Mall,Normal,Male,Stationery,238.83,2,477.66,2023-04-19,Friday,Credit Card,6.7
TXN-2392,West Hills Mall,Member,Female,Furniture,239.31,6,1435.8600000000001,2023-05-20,Sunday,Credit Card,8.2
TXN-1172,Accra Mall,Member,Female,Clothing,173.33,7,1213.3100000000002,2023-04-04,Wednesday,Cash,9.8
TXN-9199,Accra Mall,Member,Male,Groceries,139.28,7,974.96,2023-05-23,Saturday,Credit Card,6.8
TXN-6110,Accra Mall,Member,Male,Groceries,95.68,2,191.36,2023-02-12,Saturday,Mobile Money,4.7
TXN-2100,Kumasi City Mall,Normal,Male,Cosmetics,111.01,2,222.02,2023-04-11,Saturday,Credit Card,6.6
TXN-3858,Kumasi City Mall,Normal,Male,Electronics,197.91,3,593.73,2023-02-17,Saturday,Cash,9.6
TXN-8080,West Hills Mall,Normal,Female,Clothing,287.95,4,1151.8,2023-02-06,Saturday,Credit Card,8.8
TXN-2025,Kumasi City Mall,Normal,Male,Electronics,122.76,4,491.04,2023-06-26,Sunday,Mobile Money,5.2
TXN-6134,West Hills Mall,Normal,Male,Electronics,67.15,2,134.3,2023-04-17,Sunday,Mobile Money,5.6
TXN-5873,West Hills Mall,Member,Female,Cosmetics,110.9,8,887.2,2023-06-23,Sunday,Credit Card,7.7
TXN-3316,West Hills Mall,Member,Male,Furniture,100.82,4,403.28,2023-03-23,Tuesday,Credit Card,5.8
TXN-3838,West Hills Mall,Member,Female,Cosmetics,176.69,7,1236.83,2023-05-23,Saturday,Credit Card,5.1
TXN-8939,West Hills Mall,Member,Female,Clothing,64.26,8,514.08,2023-03-01,Sunday,Mobile Money,7.7
TXN-3740,Accra Mall,Normal,Female,Clothing,128.65,8,1029.2,2023-04-16,Sunday,Credit Card,6.5
TXN-9115,Accra Mall,Normal,Male,Furniture,19.48,4,77.92,2023-04-19,Tuesday,Cash,7.2
TXN-8231,West Hills Mall,Member,Male,Furniture,87.69,6,526.14,2023-01-25,Sunday,Credit Card,7.3
TXN-2923,West Hills Mall,Member,Female,Clothing,96.34,1,96.34,2023-01-15,Wednesday,Cash,6.7
TXN-1972,Accra Mall,Normal,Female,Clothing,58.13,3,174.39000000000001,2023-02-26,Sunday,Credit Card,8.7
TXN-2560,West Hills Mall,Member,Female,Groceries,103.86,5,519.3,2023-05-22,Wednesday,Credit Card,5.7
TXN-5055,Accra Mall,Member,Male,Cosmetics,213.41,3,640.23,2023-03-27,Saturday,Mobile Money,5.5
TXN-9447,West Hills Mall,Normal,Female,Cosmetics,192.07,7,1344.49,2023-01-13,Saturday,Cash,6.7
TXN-8511,West Hills Mall,Normal,Female,Groceries,104.91,1,104.91,2023-06-03,Sunday,Mobile Money,9.2
TXN-5646,West Hills Mall,Normal,Female,Stationery,73.17,7,512.19,2023-03-11,Thursday,Cash,8.9
TXN-3035,Kumasi City Mall,Normal,Male,Furniture,238.61,1,238.61,2023-04-01,Saturday,Credit Card,4.3
TXN-5489,Accra Mall,Normal,Female,Cosmetics,68.67,3,206.01,2023-02-28,Wednesday,Cash,9.3
TXN-4836,Accra Mall,Member,Female,Stationery,117.83,3,353.49,2023-03-24,Saturday,Mobile Money,4.3
TXN-8291,Kumasi City Mall,Member,Male,Stationery,10.32,8,82.56,2023-02-17,Friday,Credit Card,4.5
TXN-2678,Accra Mall,Normal,Female,Electronics,211.27,8,1690.16,2023-01-24,Thursday,Cash,4.4
TXN-9691,Accra Mall,Member,Female,Groceries,120.99,3,362.96999999999997,2023-02-03,Saturday,Mobile Money,7.8
TXN-4559,West Hills Mall,Normal,Male,Electronics,219.51,3,658.53,2023-06-15,Friday,Mobile Money,9.5
TXN-2380,Accra Mall,Normal,Male,Electronics,111.95,7,783.65,2023-02-09,Tuesday,Cash,5.9
TXN-7418,Accra Mall,Member,Female,Furniture,255.89,5,1279.4499999999998,2023-05-07,Friday,Credit Card,5.2
TXN-1197,Kumasi City Mall,Normal,Male,Stationery,121.91,4,487.64,2023-01-17,Friday,Cash,7.0
TXN-2106,Kumasi City Mall,Normal,Male,Groceries,115.97,3,347.90999999999997,2023-01-01,Sunday,Mobile Money,8.6
TXN-7806,Accra Mall,Member,Male,Groceries,285.12,7,1995.8400000000001,2023-06-17,Saturday,Cash,7.0
TXN-6353,Kumasi City Mall,Member,Female,Stationery,90.47,5,452.35,2023-02-18,Tuesday,Cash,4.5
TXN-8428,Kumasi City Mall,Normal,Male,Furniture,221.69,4,886.76,2023-04-04,Monday,Mobile Money,4.3
TXN-9568,West Hills Mall,Member,Male,Furniture,44.64,3,133.92000000000002,2023-04-12,Tuesday,Mobile Money,8.2
TXN-8034,West Hills Mall,Normal,Female,Stationery,46.81,5,234.05,2023-01-11,Monday,Cash,8.4
TXN-7024,Kumasi City Mall,Member,Male,Furniture,153.88,6,923.28,2023-05-06,Sunday,Mobile Money,4.3
TXN-1753,Accra Mall,Member,Male,Groceries,76.24,1,76.24,2023-01-08,Sunday,Credit Card,4.3
TXN-7870,Kumasi City Mall,Member,Female,Groceries,280.04,1,280.04,2023-06-21,Saturday,Cash,7.3
TXN-1862,Accra Mall,Normal,Male,Groceries,88.66,2,177.32,2023-05-22,Monday,Mobile Money,7.4
TXN-8483,Accra Mall,Member,Male,Clothing,264.33,5,1321.6499999999999,2023-03-03,Wednesday,Mobile Money,8.6
TXN-4201,Accra Mall,Normal,Male,Groceries,224.48,4,897.92,2023-04-25,Friday,Mobile Money,6.8
TXN-1157,West Hills Mall,Member,Male,Furniture,280.4,1,280.4,2023-06-27,Wednesday,Cash,5.4
TXN-5584,Kumasi City Mall,Normal,Female,Electronics,40.15,4,160.6,2023-02-23,Monday,Credit Card,6.5
TXN-2565,Accra Mall,Normal,Male,Electronics,213.25,6,1279.5,2023-01-19,Saturday,Credit Card,6.8
TXN-7438,West Hills Mall,Member,Female,Clothing,136.15,3,408.45000000000005,2023-03-26,Wednesday,Cash,5.4
TXN-3546,West Hills Mall,Normal,Female,Stationery,88.87,2,177.74,2023-05-04,Tuesday,Mobile Money,9.7
TXN-8591,Accra Mall,Normal,Female,Clothing,127.89,6,767.34,2023-04-10,Tuesday,Mobile Money,9.8
TXN-2494,Kumasi City Mall,Normal,Male,Electronics,249.65,1,249.65,2023-03-05,Sunday,Cash,5.3
TXN-8408,West Hills Mall,Member,Female,Clothing,206.38,5,1031.9,2023-01-13,Tuesday,Mobile Money,8.9
TXN-4246,West Hills Mall,Normal,Male,Stationery,39.55,3,118.64999999999999,2023-02-05,Monday,Cash,4.7
TXN-8265,Kumasi City Mall,Normal,Male,Groceries,276.05,2,552.1,2023-02-21,Monday,Credit Card,4.1
TXN-7471,Accra Mall,Member,Female,Electronics,283.26,1,283.26,2023-04-27,Friday,Cash,5.0
TXN-3435,Kumasi City Mall,Normal,Female,Electronics,60.11,4,240.44,2023-03-15,Wednesday,Credit Card,9.4
TXN-7868,Accra Mall,Normal,Male,Furniture,154.68,8,1237.44,2023-04-05,Wednesday,Credit Card,4.4
TXN-9231,Accra Mall,Member,Male,Stationery,296.93,6,1781.58,2023-04-12,Sunday,Credit Card,6.9
TXN-8728,Kumasi City Mall,Member,Female,Cosmetics,102.47,4,409.88,2023-03-02,Sunday,Cash,4.2
TXN-4594,West Hills Mall,Member,Male,Groceries,81.88,4,327.52,2023-06-02,Sunday,Cash,5.6
